Close,Volume,Tradecount,Volume USDT,sma_7,volatility_7,ema_14,rsi_14,target
3.25,1149187.37,14226,3629890.757954,3.1250571428571434,0.17824961764468444,3.2169271893143065,49.26652059771752,3.5684
3.5684,2290030.56,23980,8065581.239321,3.222428571428572,0.20978386269591656,3.2690728818861228,47.042276815896905,3.4501
3.4501,2412974.8,25784,8578461.964527,3.257614285714286,0.22615504584666007,3.295532979791375,45.70778056585153,4.0063
4.0063,2581936.84,30430,10089370.365356,3.4111285714285713,0.3152301683653065,3.398106950676174,58.52756251833813,3.9535
3.9535,1342844.2,19319,5290923.089625,3.5455428571428578,0.3175667114016782,3.4773876158083032,61.780159711946155,4.4309
4.4309,1815681.99,26712,7967065.168313,3.714242857142857,0.42863845626644015,3.61222925483979,64.58039945012246,4.7435
4.7435,1497129.12,23396,6664671.747242,3.9146714285714284,0.5386512189852413,3.770926071413197,72.63252227801925,4.3397
4.3397,1267574.76,20174,5871722.637441,4.070342857142857,0.46727879564254077,3.8501641706121905,63.20776220089088,4.17
4.17,2002058.36,25545,8136932.352629,4.156285714285714,0.411577965188337,3.8944568448011316,68.3437337567839,3.5051
3.5051,3275612.26,37166,12941589.824478,4.164142857142857,0.39608310515657774,3.8408128981318863,53.91736969362223,3.5301
3.5301,2052197.24,23918,7262296.371156,4.096114285714285,0.46295999261481036,3.7981935180259914,58.31457970094603,2.6052
2.6052,4426267.38,36221,11872722.479966,3.9034999999999997,0.7335730433978616,3.635179700173634,45.414497613234616,3.0941
3.0941,2898758.91,24763,7940868.463262,3.7125285714285714,0.7472687439698564,3.5614889933003866,48.33918985307358,2.9237
2.9237,2680083.17,20763,7269853.908694,3.4525571428571427,0.63727491152339,3.4748748556923337,45.63437117575172,2.468
2.468,1626389.7,17527,4163484.174943,3.1851714285714285,0.5942194255612048,3.3384744395386448,42.39140037369036,3.6001
3.6001,6691121.99,54509,22147440.589737,3.1037571428571433,0.46087973072210386,3.373841080631383,50.2661475085146,3.4761
3.4761,4356890.66,47297,15482088.381925,3.0996142857142854,0.4567829040458653,3.387638994282622,50.21806138344869,3.3965
3.3965,2227636.94,23696,7208721.224244,3.0805285714285717,0.43821171715008017,3.3888327126358733,44.437844844790426,3.3316
3.3316,1161542.47,14476,3845112.025727,3.1843000000000004,0.3902770597067367,3.3811332013697215,44.33997328680427,3.2603
3.2603,2024779.41,27152,6528375.660923,3.208042857142857,0.3889282275568058,3.364896950339841,38.495904134860275,3.2641
3.2641,3351649.61,53540,11170955.417119,3.256671428571429,0.36817780448349663,3.3513669669317623,34.52176536833748,2.9295
2.9295,1698391.09,28139,5332430.834567,3.3226000000000004,0.21132197393235888,3.2947904624653845,35.028984159459384,2.5327
2.5327,4886766.99,52638,12739762.363066,3.1701142857142854,0.3296751857438479,3.192665943752257,33.417637009678515,2.8829
2.8829,4635747.31,50561,12078123.514301,3.0853714285714284,0.3137700044846362,3.1511834144964346,43.26930773867241,3.1144
3.1144,4169446.23,49597,12294993.323244,3.0450714285714287,0.2838376103472233,3.1462604041693645,45.69539633119708,3.031
3.031,1586219.86,23707,4884899.265676,3.002128571428571,0.2544842805511224,3.1308419858930177,55.33939236770337,2.8628
2.8628,1456628.58,19133,4183733.720404,2.945342857142857,0.23049263803965583,3.095001591228598,46.845586843524934,2.7672
2.7672,3567879.31,45379,9634412.017789,2.874357142857143,0.18868717371303628,3.0511872133630558,47.82117952598675,2.9082
